Handle,Title,Body (HTML),Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
premium-spiritual-lord-shiva-painting-for-modern-home-walls,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/premium-spiritual-lord-shiva-painting-for-modern-home-walls-PTVCH_3304_5.jpg?v=1765966153,5,,,,,,,,,,,,,,,,,,,,,,
premium-spiritual-lord-shiva-painting-for-modern-home-walls,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/premium-spiritual-lord-shiva-painting-for-modern-home-walls-PTVCH_3304_6.jpg?v=1765966153,6,,,,,,,,,,,,,,,,,,,,,,
premium-spiritual-lord-shiva-painting-for-modern-home-walls,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/premium-spiritual-lord-shiva-painting-for-modern-home-walls-PTVCH_3304_7.jpg?v=1765966153,7,,,,,,,,,,,,,,,,,,,,,,
premium-spiritual-lord-shiva-painting-for-modern-home-walls,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/premium-spiritual-lord-shiva-painting-for-modern-home-walls-PTVCH_3304_8.jpg?v=1765966154,8,,,,,,,,,,,,,,,,,,,,,,
beautiful-swan-pair-wall-painting-for-home-bedroom-decor,Beautiful Swan Pair Wall Painting for Home & Bedroom Décor,"<div class=""iframe-container"" data-mce-fragment=""1"">
<p>Elevate Your Space with Premium Elegance: Discover Our Exquisite Collection of Premium Canvas Paintings. Designed to Perfection, these High-Quality Masterpieces are an Ideal Fit for Living Rooms, Bedrooms, Offices, and Hotels, adding a Touch of Sophistication to Every Setting.</p>
<p>Crafted with Care, the Smooth Surface of our Premium Paintings brings a Perfect Blend of Durability and Style. The Effortlessly Maintained and Easy-to-Clean Features ensure Lasting Beauty, while the Matte Finish Bestows a Subtle Opulence that Captivates the Eye.</p>
<p>Arriving Ready to Hang, these Premium Canvas Paintings combine Artistry and Convenience. Let the Play of Light Enhance the Ambiance, Infusing the Room with a Unique Vibe. This Skillfully Crafted Collection is an Artful Expression of Quality, Durability, and Timeless Charm, promising to Elevate Your Space for Years to Come. Experience the Beauty of Premium Paintings today.</p>
</div>
<div class=""bot-des"" data-mce-fragment=""1"">
<div class=""pro-info-sec"" data-mce-fragment=""1"">
<div class=""row"" data-mce-fragment=""1"">
<div class=""col-lg-6 col-md-6 col-sm-6"" data-mce-fragment=""1"">
<div class=""main-dis-info"" data-mce-fragment=""1"">
<div class=""inner-dis-info"" data-mce-fragment=""1""></div>
</div>
</div>
</div>
</div>
</div>",Wall Painting,"Birds, Birds Paintings, couple birds, Couple Painting, Couples, Floating Wall Paintings, Horizontal Rectangle Big Size, Large Size Paintings, Loving Swan, New Arrivals Dec 2025, pair of swan, Premium Paintings, Romantic, romantic birds, romantic couple, swan couple, swan large size painting, swan painting, swans, Valentine, wall painting",true,Frame Type,Ready To Hang (Fitted With Wood Frame),,,,,PTVCH_2922_F,990.0,2699.0,6499.0,true,true,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/beautiful-swan-pair-wall-painting-for-home-bedroom-decor-PTVCH_2922_1.jpg?v=1765870015,1,,false,,,,,,,,,,,,,,,,,,,,active
beautiful-swan-pair-wall-painting-for-home-bedroom-decor,,,,,,,Painting with Floating Frame,,,,,PTVCH_2922_Gold,990.0,3599.0,8199.0,true,true,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/beautiful-swan-pair-wall-painting-for-home-bedroom-decor-PTVCH_2922_2.jpg?v=1765870015,2,,,,,,,,,,,,,,,,,,,,,,
beautiful-swan-pair-wall-painting-for-home-bedroom-decor,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/beautiful-swan-pair-wall-painting-for-home-bedroom-decor-PTVCH_2922_3.jpg?v=1765870015,3,,,,,,,,,,,,,,,,,,,,,,
beautiful-swan-pair-wall-painting-for-home-bedroom-decor,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/beautiful-swan-pair-wall-painting-for-home-bedroom-decor-PTVCH_2922_4.jpg?v=1765870015,4,,,,,,,,,,,,,,,,,,,,,,
beautiful-swan-pair-wall-painting-for-home-bedroom-decor,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/beautiful-swan-pair-wall-painting-for-home-bedroom-decor-PTVCH_2922_5.jpg?v=1765870015,5,,,,,,,,,,,,,,,,,,,,,,
beautiful-swan-pair-wall-painting-for-home-bedroom-decor,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/beautiful-swan-pair-wall-painting-for-home-bedroom-decor-PTVCH_2922_6.jpg?v=1765870015,6,,,,,,,,,,,,,,,,,,,,,,
beautiful-swan-pair-wall-painting-for-home-bedroom-decor,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/beautiful-swan-pair-wall-painting-for-home-bedroom-decor-PTVCH_2922_7.jpg?v=1765870015,7,,,,,,,,,,,,,,,,,,,,,,
beautiful-swan-pair-wall-painting-for-home-bedroom-decor,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/beautiful-swan-pair-wall-painting-for-home-bedroom-decor-PTVCH_2922_8.jpg?v=1765870015,8,,,,,,,,,,,,,,,,,,,,,,
luxury-laser-cut-hanging-lamp,Luxury Laser-Cut Hanging Lamp,"<div class=""logo-made-in-india"">
<div class=""logo-made-in-india"">6 Light Black Steel Natural Wooden Bar Wooden Ceiling Light, The<span> Ceiling</span><span>¬†</span>Lamp instantly transforms your space with stylish form and function. The lamp provides warm ambient lighting for your room, wall or nightstand and is a perfect wall decor piece that will add a clean minimalist touch to any room. The Ceiling<span>¬†</span>Lamp Illuminate your environment with a soft and diffused light. Ideal to be put up in a living room or bedroom to illuminate your wall. Add it to your nightstand to build a beautiful bedside vignette. The lamp is made with high technology laser machine which provide a perfect finish.</div>
<div class=""bot-des"">
<br>
<p>Smooth Surface Perfect Decorative Item for Living Room, Bedroom, Office, Hotels, etc. Easy To Clean Gives a beautiful matte subtle effect giving a very rich look. A beautiful<span> Ceiling</span><span>¬†</span>Lamp involves the action or skill for perfect finish, hence, the end product will be a picture that can speak a thousand words they say. Arts have been in trend for quite some time now.</p>
<ul class=""icon-des-info"">
<li>
<img src=""https://cdn.shopify.com/s/files/1/0500/0711/3892/files/image-1.png?v=1616747309"">
<h4>Well Crafted</h4>
</li>
<li>
<img src=""https://cdn.shopify.com/s/files/1/0500/0711/3892/files/image-2.png?v=1616747545"">
<h4>Classic Design</h4>
</li>
<li>
<img src=""https://cdn.shopify.com/s/files/1/0500/0711/3892/files/image-3.png?v=1616747545"">
<h4>Premium Quality</h4>
</li>
<li>
<img src=""https://cdn.shopify.com/s/files/1/0500/0711/3892/files/new2_480x480.png?v=1624104082"" alt="""">
<h4>Easy To Install</h4>
</li>
<li>
<img src=""https://cdn.shopify.com/s/files/1/0500/0711/3892/files/image-4.png?v=1616747545"">
<h4>Best Gift</h4>
</li>
<li>
<img src=""https://cdn.shopify.com/s/files/1/0500/0711/3892/files/image-5.png?v=1616747545"">
<h4>Sturdy Build material</h4>
</li>
</ul>
</div>
</div>",Ceiling Lamp,"bedroom ceiling light, Ceiling Lamp, Lamp, Laser Cut Ceiling lamp, Laser cut lamp, Led Light, Light, New Arrivals Dec 2025, Shadow Pattern Ceiling lamp",true,Title,Default Title,,,,,CL663,990.0,13699.0,28999.0,true,true,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/luxury-laser-cut-hanging-lamp-CL663_10_c4a83fd5-76c0-4c36-9367-cdfa95e80871.jpg?v=1763103718,1,,false,,,,,,,,,,,,,,,,,,,,active
luxury-laser-cut-hanging-lamp,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/luxury-laser-cut-hanging-lamp-CL663_1_a57faa09-e387-4b70-bd06-029cb9509d26.jpg?v=1763103718,2,,,,,,,,,,,,,,,,,,,,,,
luxury-laser-cut-hanging-lamp,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/luxury-laser-cut-hanging-lamp-CL663_2_68b073e0-0628-4bf8-98ed-0e7f5a93df26.jpg?v=1763103718,3,,,,,,,,,,,,,,,,,,,,,,
luxury-laser-cut-hanging-lamp,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/luxury-laser-cut-hanging-lamp-CL663_3_7aa4dad3-d4f7-4641-8878-bd0a90c8e0a0.jpg?v=1763103718,4,,,,,,,,,,,,,,,,,,,,,,
luxury-laser-cut-hanging-lamp,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/luxury-laser-cut-hanging-lamp-CL663_4_29d26f47-cd2f-4845-b2b4-a7d0466c906f.jpg?v=1763103718,5,,,,,,,,,,,,,,,,,,,,,,
luxury-laser-cut-hanging-lamp,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/luxury-laser-cut-hanging-lamp-CL663_5_948a959c-1ff7-4153-81c6-521778eb125e.jpg?v=1763103718,6,,,,,,,,,,,,,,,,,,,,,,
luxury-laser-cut-hanging-lamp,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/luxury-laser-cut-hanging-lamp-CL663_6_d1152b46-ec62-4876-ac91-358aa4b1904b.jpg?v=1763103718,7,,,,,,,,,,,,,,,,,,,,,,
luxury-laser-cut-hanging-lamp,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/luxury-laser-cut-hanging-lamp-CL663_7_a3c9f293-e54d-45ee-b43e-6fe424d045b2.jpg?v=1763103718,8,,,,,,,,,,,,,,,,,,,,,,
luxury-laser-cut-hanging-lamp,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/luxury-laser-cut-hanging-lamp-CL663_8_5f05d4ad-19eb-43ef-b88b-4144bf419289.jpg?v=1763103718,9,,,,,,,,,,,,,,,,,,,,,,
luxury-laser-cut-hanging-lamp,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/luxury-laser-cut-hanging-lamp-CL663_9_c043364d-3956-4fc8-85b0-a7bce5682887.jpg?v=1763103718,10,,,,,,,,,,,,,,,,,,,,,,
designer-table-light,Designer Table Light,"<div class=""logo-made-in-india"">
<div class=""logo-made-in-india"">Black Metal &amp; Natural Wooden Table Lamp with Bulb, The<span> Table</span><span>¬†</span>Lamp instantly transforms your space with stylish form and function. The lamp provides warm ambient lighting for your room, wall or nightstand and is a perfect¬†Home decor piece that will add a clean minimalist touch to any room. The Table<span>¬†</span>Lamp Illuminate your environment with a soft and diffused light. Ideal to be put up in a living room or bedroom to illuminate your Home. Add it to your nightstand to build a beautiful bedside vignette. The lamp is made with high technology laser machine which provide a perfect finish.</div>
<div class=""bot-des"">
<br>
<p>Smooth Surface Perfect Decorative Item for Living Room, Bedroom, Office, Hotels, etc. Easy To Clean Gives a beautiful matte subtle effect giving a very rich look. A beautiful<span> Table</span><span>¬†</span>Lamp involves the action or skill for perfect finish, hence, the end product will be a picture that can speak a thousand words they say. Arts have been in trend for quite some time now.</p>
<ul class=""icon-des-info"">
<li>
<img src=""https://cdn.shopify.com/s/files/1/0500/0711/3892/files/image-1.png?v=1616747309"">
<h4>Well Crafted</h4>
</li>
<li>
<img src=""https://cdn.shopify.com/s/files/1/0500/0711/3892/files/image-2.png?v=1616747545"">
<h4>Classic Design</h4>
</li>
<li>
<img src=""https://cdn.shopify.com/s/files/1/0500/0711/3892/files/image-3.png?v=1616747545"">
<h4>Premium Quality</h4>
</li>
<li>
<img src=""https://cdn.shopify.com/s/files/1/0500/0711/3892/files/new2_480x480.png?v=1624104082"" alt="""">
<h4>Easy To Install</h4>
</li>
<li>
<img src=""https://cdn.shopify.com/s/files/1/0500/0711/3892/files/image-4.png?v=1616747545"">
<h4>Best Gift</h4>
</li>
<li>
<img src=""https://cdn.shopify.com/s/files/1/0500/0711/3892/files/image-5.png?v=1616747545"">
<h4>Sturdy Build material</h4>
</li>
</ul>
</div>
</div>",Table Lamp,"Lamp, Laser Cut, Laser Cut table lamp, Led Light, Light, New Arrivals Dec 2025, Shadow Casting Lamp, Shadow Pattern, Shadow Pattern Table lamp, Table Lamp",true,Title,Default Title,,,,,TL598,990.0,12999.0,26999.0,true,true,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/designer-table-light-TL598_5.png?v=1762847111,1,,false,,,,,,,,,,,,,,,,,,,,active
designer-table-light,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/designer-table-light-TL598_1.png?v=1762847111,2,,,,,,,,,,,,,,,,,,,,,,
designer-table-light,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/designer-table-light-TL598_2.png?v=1762847111,3,,,,,,,,,,,,,,,,,,,,,,
designer-table-light,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/designer-table-light-TL598_3.png?v=1762847111,4,,,,,,,,,,,,,,,,,,,,,,
designer-table-light,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/designer-table-light-TL598_4.png?v=1762847111,5,,,,,,,,,,,,,,,,,,,,,,
designer-table-light,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/designer-table-light-TL598_6.png?v=1762847097,6,,,,,,,,,,,,,,,,,,,,,,
designer-table-light,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/designer-table-light-TL598_7.png?v=1762847096,7,,,,,,,,,,,,,,,,,,,,,,
stylish-shadow-casting-ceiling-lamp,Stylish Shadow Casting Ceiling Lamp,"<div class=""logo-made-in-india"">
<div class=""logo-made-in-india"">6 Light Black Steel Natural Wooden Bar Wooden Ceiling Light, The<span> Ceiling</span><span>¬†</span>Lamp instantly transforms your space with stylish form and function. The lamp provides warm ambient lighting for your room, wall or nightstand and is a perfect wall decor piece that will add a clean minimalist touch to any room. The Ceiling<span>¬†</span>Lamp Illuminate your environment with a soft and diffused light. Ideal to be put up in a living room or bedroom to illuminate your wall. Add it to your nightstand to build a beautiful bedside vignette. The lamp is made with high technology laser machine which provide a perfect finish.</div>
<div class=""bot-des"">
<br>
<p>Smooth Surface Perfect Decorative Item for Living Room, Bedroom, Office, Hotels, etc. Easy To Clean Gives a beautiful matte subtle effect giving a very rich look. A beautiful<span> Ceiling</span><span>¬†</span>Lamp involves the action or skill for perfect finish, hence, the end product will be a picture that can speak a thousand words they say. Arts have been in trend for quite some time now.</p>
<ul class=""icon-des-info"">
<li>
<img src=""https://cdn.shopify.com/s/files/1/0500/0711/3892/files/image-1.png?v=1616747309"">
<h4>Well Crafted</h4>
</li>
<li>
<img src=""https://cdn.shopify.com/s/files/1/0500/0711/3892/files/image-2.png?v=1616747545"">
<h4>Classic Design</h4>
</li>
<li>
<img src=""https://cdn.shopify.com/s/files/1/0500/0711/3892/files/image-3.png?v=1616747545"">
<h4>Premium Quality</h4>
</li>
<li>
<img alt="""" src=""https://cdn.shopify.com/s/files/1/0500/0711/3892/files/new2_480x480.png?v=1624104082"">
<h4>Easy To Install</h4>
</li>
<li>
<img src=""https://cdn.shopify.com/s/files/1/0500/0711/3892/files/image-4.png?v=1616747545"">
<h4>Best Gift</h4>
</li>
<li>
<img src=""https://cdn.shopify.com/s/files/1/0500/0711/3892/files/image-5.png?v=1616747545"">
<h4>Sturdy Build material</h4>
</li>
</ul>
</div>
</div>",Ceiling Lamp,"bedroom ceiling light, Ceiling Lamp, Lamp, Laser Cut Ceiling lamp, Laser cut lamp, Led Light, Light, New Arrivals Dec 2025, Shadow Pattern Ceiling lamp",true,Title,Default Title,,,,,CL662,990.0,14099.0,28999.0,true,true,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/stylish-shadow-casting-ceiling-lamp-stylish-shadow-casting-ceiling-lamp-CL662_1.png?v=1763103232,1,,false,,,,,,,,,,,,,,,,,,,,active
stylish-shadow-casting-ceiling-lamp,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/stylish-shadow-casting-ceiling-lamp-CL662_2.png?v=1763103232,2,,,,,,,,,,,,,,,,,,,,,,
stylish-shadow-casting-ceiling-lamp,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/stylish-shadow-casting-ceiling-lamp-CL662_3.png?v=1763103232,3,,,,,,,,,,,,,,,,,,,,,,
stylish-shadow-casting-ceiling-lamp,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/stylish-shadow-casting-ceiling-lamp-CL662_4.png?v=1763103232,4,,,,,,,,,,,,,,,,,,,,,,
stylish-shadow-casting-ceiling-lamp,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/stylish-shadow-casting-ceiling-lamp-CL662_5.png?v=1763103232,5,,,,,,,,,,,,,,,,,,,,,,
stylish-shadow-casting-ceiling-lamp,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/stylish-shadow-casting-ceiling-lamp-CL662_6.png?v=1763103232,6,,,,,,,,,,,,,,,,,,,,,,
stylish-shadow-casting-ceiling-lamp,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/stylish-shadow-casting-ceiling-lamp-CL662_7.png?v=1763103232,7,,,,,,,,,,,,,,,,,,,,,,
pichwai-lord-krishna-flute-playing-canvas-wall-painting-spiritual-indian-art-for-home-decor,Pichwai Lord Krishna Flute Playing Canvas Wall Painting | Spiritual Indian Art for Home Décor,"<div class=""iframe-container"" data-mce-fragment=""1"">
<p>Welcome nature's beauty into your home with our exquisite flower wall paintings. Crafted with precision, each artwork masterfully captures the delicate charm of real flowers. The result is not just a visual treat but an emotional experience, infusing your space with a soothing sense of calm and unbridled joy.</p>
<p>Flexible and built to last, these flower wall paintings effortlessly complement any decor style, whether you lean toward contemporary, rustic, or traditional design. Their enduring vibrancy ensures they remain a Beloved part of your space for years to come.</p>
<p>Enhance your living environment with the timeless elegance of our flower wall paintings. Embrace the serenity and vibrancy they offer and create an ambiance that resonates with the beauty of nature. Elevate your home today, where every brushstroke is an ode to the charm of blossoms.</p>
</div>
<div class=""bot-des"" data-mce-fragment=""1"">
<div class=""pro-info-sec"" data-mce-fragment=""1"">
<div class=""row"" data-mce-fragment=""1"">
<div class=""col-lg-6 col-md-6 col-sm-6"" data-mce-fragment=""1"">
<div class=""main-dis-info"" data-mce-fragment=""1"">
<div class=""inner-dis-info"" data-mce-fragment=""1""><br></div>
</div>
</div>
</div>
</div>
</div>",Wall Painting,"2999, Canvas Painting, hindu god, hindu religious, krishna, Krishna Paintings, Living Room, lord krishna, Lord Krishna Floating Frame, Lord Krishna Painting, New Arrivals Jan 2026, pichwai, Pichwai Art, pichwai painting, Pichwai Vertical Rectangle Painting, Premium Paintings, religion painting, religious, Religious/Devotional, Religious/Devotional Floating Painting, Shri Krishna, vertical painting, Vertical Rectangle, wall painting",true,Frame Type,Ready To Hang (Fitted With Wood Frame),,,,,PTVCV_2519_F,990.0,2699.0,6499.0,true,true,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/pichwai-lord-krishna-flute-playing-canvas-wall-painting-spiritual-indian-art-for-home-decor-PTVCV_2519_1.jpg?v=1769597202,1,,false,,,,,,,,,,,,,,,,,,,,active
pichwai-lord-krishna-flute-playing-canvas-wall-painting-spiritual-indian-art-for-home-decor,,,,,,,Painting with Floating Frame,,,,,PTVCV_2519_Gold,990.0,3599.0,8199.0,true,true,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/pichwai-lord-krishna-flute-playing-canvas-wall-painting-spiritual-indian-art-for-home-decor-PTVCV_2519_2.jpg?v=1769597202,2,,,,,,,,,,,,,,,,,,,,,,
pichwai-lord-krishna-flute-playing-canvas-wall-painting-spiritual-indian-art-for-home-decor,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/pichwai-lord-krishna-flute-playing-canvas-wall-painting-spiritual-indian-art-for-home-decor-PTVCV_2519_3.jpg?v=1769597202,3,,,,,,,,,,,,,,,,,,,,,,
pichwai-lord-krishna-flute-playing-canvas-wall-painting-spiritual-indian-art-for-home-decor,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/pichwai-lord-krishna-flute-playing-canvas-wall-painting-spiritual-indian-art-for-home-decor-PTVCV_2519_4.jpg?v=1769597202,4,,,,,,,,,,,,,,,,,,,,,,
pichwai-lord-krishna-flute-playing-canvas-wall-painting-spiritual-indian-art-for-home-decor,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/pichwai-lord-krishna-flute-playing-canvas-wall-painting-spiritual-indian-art-for-home-decor-PTVCV_2519_5.jpg?v=1769597202,5,,,,,,,,,,,,,,,,,,,,,,
pichwai-lord-krishna-flute-playing-canvas-wall-painting-spiritual-indian-art-for-home-decor,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/pichwai-lord-krishna-flute-playing-canvas-wall-painting-spiritual-indian-art-for-home-decor-PTVCV_2519_6.jpg?v=1769597202,6,,,,,,,,,,,,,,,,,,,,,,
pichwai-lord-krishna-flute-playing-canvas-wall-painting-spiritual-indian-art-for-home-decor,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/pichwai-lord-krishna-flute-playing-canvas-wall-painting-spiritual-indian-art-for-home-decor-PTVCV_2519_7.jpg?v=1769597202,7,,,,,,,,,,,,,,,,,,,,,,
pichwai-lord-krishna-flute-playing-canvas-wall-painting-spiritual-indian-art-for-home-decor,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/pichwai-lord-krishna-flute-playing-canvas-wall-painting-spiritual-indian-art-for-home-decor-PTVCV_2519_8.jpg?v=1769597202,8,,,,,,,,,,,,,,,,,,,,,,
vibrant-madhubani-ganesha-canvas-painting,Vibrant Madhubani Ganesha Canvas Painting,"<p>This dynamic artwork captures the essence of cricket legend ms dhoni, blending bold graphics and inspiring text, showcasing his iconic captaincy and unyielding spirit. A tribute to cricket excellence!</p>",Canvas Wall Art,"24x36 Painting, Canvas Painting, Canvas Wall Art, Floating Wall Paintings, ganesh, ganesh Ji Painting, ganesha, Ganesha Paintings, ganeshji, hindu religious, lord ganesha, Madhubani, Madhubani Art, Madhubani Art painting, New Arrival Feb 24x36, New Arrivals Feb 2026, painting, religion painting, religious, Religious/Devotional, Religious/Devotional Floating Painting, Shree Ganesha, Spiritual, spiritual decor, Spiritual Painting, spiritual wall decor, wall painting",true,Title,Default Title,,,,,PTFCV_31307_F,0.0,3499.0,6999.0,false,true,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/vibrant-madhubani-ganesha-canvas-painting-PTFCV_31307_F_1.jpg?v=1771586627,1,,false,,,,,,,,,,,,,,,,,,,,active
vibrant-madhubani-ganesha-canvas-painting,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/vibrant-madhubani-ganesha-canvas-painting-PTFCV_31307_F_2.jpg?v=1771586627,2,,,,,,,,,,,,,,,,,,,,,,
vibrant-madhubani-ganesha-canvas-painting,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/vibrant-madhubani-ganesha-canvas-painting-PTFCV_31307_F_3.jpg?v=1771586627,3,,,,,,,,,,,,,,,,,,,,,,
vibrant-madhubani-ganesha-canvas-painting,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/vibrant-madhubani-ganesha-canvas-painting-PTFCV_31307_F_4.jpg?v=1771586627,4,,,,,,,,,,,,,,,,,,,,,,
vibrant-madhubani-ganesha-canvas-painting,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/vibrant-madhubani-ganesha-canvas-painting-PTFCV_31307_F_5.jpg?v=1771586627,5,,,,,,,,,,,,,,,,,,,,,,
inspiring-jesus-christ-canvas-wooden-canvas-wall-painting,Inspiring Jesus Christ Canvas Wooden Canvas Wall Painting,"<div class=""iframe-container"" data-mce-fragment=""1"">
<p>Elevate Your Space with Premium Elegance: Discover Our Exquisite Collection of Premium Canvas Paintings. Designed to Perfection, these High-Quality Masterpieces are an Ideal Fit for Living Rooms, Bedrooms, Offices, and Hotels, adding a Touch of Sophistication to Every Setting.</p>
<p>Crafted with Care, the Smooth Surface of our Premium Paintings brings a Perfect Blend of Durability and Style. The Effortlessly Maintained and Easy-to-Clean Features ensure Lasting Beauty, while the Matte Finish Bestows a Subtle Opulence that Captivates the Eye.</p>
<p>Arriving Ready to Hang, these Premium Canvas Paintings combine Artistry and Convenience. Let the Play of Light Enhance the Ambiance, Infusing the Room with a Unique Vibe. This Skillfully Crafted Collection is an Artful Expression of Quality, Durability, and Timeless Charm, promising to Elevate Your Space for Years to Come. Experience the Beauty of Premium Paintings today.</p>
</div>
<div class=""bot-des"" data-mce-fragment=""1"">
<div class=""pro-info-sec"" data-mce-fragment=""1"">
<div class=""row"" data-mce-fragment=""1"">
<div class=""col-lg-6 col-md-6 col-sm-6"" data-mce-fragment=""1"">
<div class=""main-dis-info"" data-mce-fragment=""1"">
<div class=""inner-dis-info"" data-mce-fragment=""1""></div>
</div>
</div>
</div>
</div>
</div>",Wall Painting,"Christian's Paintings, church, Home D√©cor, Horizontal Rectangle Big Size, jesus, jesus painting, Large Size Paintings, Living Room, Lord Jesus/Christian's Paintings, Pilgrim Place Paintings, Premium Paintings, religion painting, Religious/Devotional Floating Painting, wall painting",true,Frame Type,Ready To Hang (Fitted With Wood Frame),,,,,PTVCH_2887_F,990.0,2699.0,6499.0,true,true,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/inspiring-jesus-christ-canvas-wooden-canvas-wall-painting-PTVCH_2887_7.jpg?v=1743415970,1,,false,,,,,,,,,,,,,,,,,,,,active
inspiring-jesus-christ-canvas-wooden-canvas-wall-painting,,,,,,,Painting with Floating Frame,,,,,PTVCH_2887_Gold,990.0,3599.0,8199.0,true,true,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/inspiring-jesus-christ-canvas-wooden-canvas-wall-painting-PTVCH_2887_9.jpg?v=1743415970,2,,,,,,,,,,,,,,,,,,,,,,
inspiring-jesus-christ-canvas-wooden-canvas-wall-painting,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/0711/3892/files/inspiring-jesus-christ-canvas-wooden-canvas-wall-painting-PTVCH_2887_8.jpg?v=1743415970,3,,,,,,,,,,,,,,,,,,,,,,
